X,Y,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,PdId
-122.481183171629993,37.743726817033696,166019838,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,20:00,TARAVAL,NONE,2300 Block of 24TH AV,16601983806244.000000000000000
-122.403244815237997,37.743794425603404,160053975,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,01/19/2016,19:55,BAYVIEW,"ARREST, BOOKED",MCKINNON AV / BARNEVELD AV,16005397565016.000000000000000
-122.423848813730004,37.806221426991094,166016373,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,19:50,CENTRAL,NONE,BEACH ST / POLK ST,16601637306244.000000000000000
-122.407877787733014,37.785968007677504,160053981,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,01/19/2016,19:48,TENDERLOIN,NONE,100 Block of POWELL ST,16005398106303.000000000000000
-122.413367300373011,37.796082829762589,160055062,VEHICLE THEFT,STOLEN TRUCK,Tuesday,01/19/2016,19:45,CENTRAL,NONE,TAYLOR ST / PACIFIC AV,16005506207025.000000000000000
-122.406690592261,37.785207191841906,160060077,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,01/19/2016,19:40,SOUTHERN,NONE,800 Block of MARKET ST,16006007706362.000000000000000
-122.412620258006001,37.7770259271797,160053969,OTHER OFFENSES,RESISTING ARREST,Tuesday,01/19/2016,19:38,SOUTHERN,"ARREST, BOOKED",MINNA ST / 8TH ST,16005396927170.000000000000000
-122.412620258006001,37.7770259271797,160053969,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,19:38,SOUTHERN,"ARREST, BOOKED",MINNA ST / 8TH ST,16005396963010.000000000000000
-122.412620258006001,37.7770259271797,160053969,NON-CRIMINAL,FIRE REPORT,Tuesday,01/19/2016,19:38,SOUTHERN,"ARREST, BOOKED",MINNA ST / 8TH ST,16005396968000.000000000000000
-122.40790473052202,37.794058973502082,160054105,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,19:30,CENTRAL,NONE,CLAY ST / STOCKTON ST,16005410506243.000000000000000
-122.446612978838985,37.782245822391694,160057400,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,19:30,PARK,NONE,2600 Block of GEARY BL,16005740006241.000000000000000
-122.420575720933002,37.76418194637121,160054296,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,19:30,MISSION,NONE,0 Block of HOFF ST,16005429607021.000000000000000
-122.400916029025012,37.785457490299699,160055608,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,01/19/2016,19:27,SOUTHERN,NONE,100 Block of 3RD ST,16005560806304.000000000000000
-122.397388784826006,37.782554345242602,166018244,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,01/19/2016,19:25,SOUTHERN,NONE,3RD ST / HARRISON ST,16601824428150.000000000000000
-122.391149944462995,37.717223054039898,160057165,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716526170.000000000000000
-122.391149944462995,37.717223054039898,160057165,KIDNAPPING,FALSE IMPRISONMENT,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716526142.000000000000000
-122.391149944462995,37.717223054039898,160057165,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716515040.000000000000000
-122.391149944462995,37.717223054039898,160057165,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716504013.000000000000000
-122.391149944462995,37.717223054039898,160057165,ARSON,ARSON,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716526030.000000000000000
-122.480452050118998,37.780279050566385,160054086,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,19:15,RICHMOND,NONE,GEARY BL / 21ST AV,16005408606244.000000000000000
-122.391149944462995,37.717223054039898,160057165,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716506374.000000000000000
-122.391149944462995,37.717223054039898,160057165,ASSAULT,THREATS AGAINST LIFE,Tuesday,01/19/2016,19:15,BAYVIEW,"ARREST, BOOKED",800 Block of JAMESTOWN AV,16005716519057.000000000000000
-122.390971734551002,37.734015218072294,160053890,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,01/19/2016,19:10,BAYVIEW,NONE,PALOU AV / 3RD ST,16005389007020.000000000000000
-122.414867344328002,37.750026249444893,160053878,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,19:10,MISSION,"ARREST, BOOKED",1100 Block of SHOTWELL ST,16005387863010.000000000000000
-122.414867344328002,37.750026249444893,160053878,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,01/19/2016,19:10,MISSION,"ARREST, BOOKED",1100 Block of SHOTWELL ST,16005387815040.000000000000000
-122.390971734551002,37.734015218072294,160053890,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,19:10,BAYVIEW,NONE,PALOU AV / 3RD ST,16005389007021.000000000000000
-122.414867344328002,37.750026249444893,160053878,ASSAULT,THREATS AGAINST LIFE,Tuesday,01/19/2016,19:10,MISSION,"ARREST, BOOKED",1100 Block of SHOTWELL ST,16005387819057.000000000000000
-122.413564091744007,37.779514030062991,160053812,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,01/19/2016,19:08,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,16005381206362.000000000000000
-122.420279227680012,37.748124661601587,160053834,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,01/19/2016,19:07,MISSION,"ARREST, BOOKED",VALENCIA ST / CESAR CHAVEZ ST,16005383465010.000000000000000
-122.444524277297006,37.77037043364389,166018799,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,19:00,PARK,NONE,1300 Block of HAIGHT ST,16601879906244.000000000000000
-122.407538332319007,37.765782754427597,160053806,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,01/19/2016,19:00,MISSION,NONE,POTRERO AV / 16TH ST,16005380664020.000000000000000
-122.396962385547013,37.796347873944192,160054202,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,19:00,CENTRAL,NONE,WASHINGTON ST / DRUMM ST,16005420206244.000000000000000
-122.411393095745993,37.803034284677295,160054995,VEHICLE THEFT,STOLEN TRUCK,Tuesday,01/19/2016,19:00,CENTRAL,NONE,POWELL ST / LOMBARD ST,16005499507025.000000000000000
-122.424104315403994,37.764782816589296,160054183,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:50,MISSION,NONE,16TH ST / GUERRERO ST,16005418306243.000000000000000
-122.438555301367998,37.799643918658695,166016856,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:40,NORTHERN,NONE,2200 Block of LOMBARD ST,16601685606244.000000000000000
-122.398882384128001,37.782222645853594,166023657,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:30,SOUTHERN,NONE,RIZAL ST / LAPU-LAPU ST,16602365706244.000000000000000
-122.417104895555994,37.774324286790801,166018250,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:30,SOUTHERN,NONE,11TH ST / MISSION ST,16601825006244.000000000000000
-122.429629258890998,37.784896668192403,166016862,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,01/19/2016,18:30,NORTHERN,NONE,1600 Block of GEARY BL,16601686206224.000000000000000
-122.431206932079007,37.784568117033587,166016997,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:30,NORTHERN,NONE,GEARY BL / WEBSTER ST,16601699706244.000000000000000
-122.405294845214982,37.786307223636491,160053925,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,01/19/2016,18:18,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,16005392511012.000000000000000
-122.405294845214982,37.786307223636491,160053925,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,01/19/2016,18:18,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,16005392562050.000000000000000
-122.475647460786021,37.728528062746491,160053953,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,18:16,TARAVAL,NONE,3200 Block of 20TH AV,16005395307021.000000000000000
-122.475647460786021,37.728528062746491,160053953,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Tuesday,01/19/2016,18:16,TARAVAL,NONE,3200 Block of 20TH AV,16005395305071.000000000000000
-122.421581681370014,37.761700717951797,160054042,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,01/19/2016,18:15,MISSION,NONE,18TH ST / VALENCIA ST,16005404206113.000000000000000
-122.403404791479019,37.775420706710989,160053787,NON-CRIMINAL,COURTESY REPORT,Tuesday,01/19/2016,18:12,SOUTHERN,NONE,800 Block of BRYANT ST,16005378768030.000000000000000
-122.387927387608997,37.742703084740484,160053630,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,01/19/2016,18:10,BAYVIEW,NONE,3RD ST / EVANS AV,16005363064020.000000000000000
-122.438367748732006,37.777794808403691,160053715,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,01/19/2016,18:10,PARK,NONE,MCALLISTER ST / DIVISADERO ST,16005371509320.000000000000000
-122.418401333309006,37.7457352033909,160055335,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,18:00,INGLESIDE,NONE,POWERS AV / COLERIDGE ST,16005533507021.000000000000000
-122.449214310958013,37.759609795948393,166019725,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:00,PARK,NONE,SHRADER ST / BELGRAVE AV,16601972506244.000000000000000
-122.442443750739997,37.797646778706003,160070026,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,01/19/2016,18:00,NORTHERN,NONE,3000 Block of DIVISADERO ST,16007002605011.000000000000000
-122.414370627495018,37.77404183850409,166018238,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,18:00,SOUTHERN,NONE,10TH ST / HOWARD ST,16601823806244.000000000000000
-122.467630230392004,37.782801173796791,166016743,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,17:45,RICHMOND,NONE,9TH AV / CLEMENT ST,16601674306244.000000000000000
-122.428356893241002,37.786470924571596,166016903,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,01/19/2016,17:45,NORTHERN,NONE,1600 Block of LAGUNA ST,16601690306224.000000000000000
-122.452289660492013,37.7256933575703,160053618,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,01/19/2016,17:44,INGLESIDE,NONE,0 Block of PHELAN AV,16005361868020.000000000000000
-122.418401333554016,37.745735203469302,160055545,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,17:30,INGLESIDE,NONE,COLERIDGE ST / POWERS AV,16005554507021.000000000000000
-122.430635054089009,37.749950620792596,160053828,TRESPASS,TRESPASSING,Tuesday,01/19/2016,17:30,MISSION,NONE,4000 Block of 25TH ST,16005382827195.000000000000000
-122.406021838483994,37.7886491245294,166017133,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,01/19/2016,17:30,CENTRAL,NONE,200 Block of POST ST,16601713306372.000000000000000
-122.418480564808007,37.775898446203996,166032636,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,01/19/2016,17:30,SOUTHERN,NONE,1400 Block of MARKET ST,16603263606372.000000000000000
-122.453406860520005,37.786416419593991,166016765,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,17:20,RICHMOND,NONE,SPRUCE ST / CALIFORNIA ST,16601676506244.000000000000000
-122.394484874311019,37.787298235524396,160053420,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,01/19/2016,17:20,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / 1ST ST,16005342065015.000000000000000
-122.428307118327012,37.728903811157103,151124834,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,17:10,INGLESIDE,NONE,300 Block of CRAUT ST,15112483407021.000000000000000
-122.403793259489021,37.78232358976161,160053696,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,01/19/2016,17:00,SOUTHERN,"ARREST, BOOKED",800 Block of HOWARD ST,16005369616621.000000000000000
-122.403793259489021,37.78232358976161,160053696,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,01/19/2016,17:00,SOUTHERN,"ARREST, BOOKED",800 Block of HOWARD ST,16005369626170.000000000000000
-122.403793259489021,37.78232358976161,160053696,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,01/19/2016,17:00,SOUTHERN,"ARREST, BOOKED",800 Block of HOWARD ST,16005369605053.000000000000000
-122.409543626564002,37.793851149158399,160055909,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,17:00,CENTRAL,NONE,CLAY ST / POWELL ST,16005590906244.000000000000000
-122.415024800393013,37.773601852613609,160054791,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,01/19/2016,17:00,SOUTHERN,NONE,1400 Block of HOWARD ST,16005479105051.000000000000000
-122.482203894120985,37.78207472477439,160053931,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,17:00,RICHMOND,NONE,2100 Block of CLEMENT ST,16005393106243.000000000000000
-122.403795516025014,37.745810258551394,160053351,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,01/19/2016,17:00,BAYVIEW,"ARREST, BOOKED",100 Block of BAY SHORE BL,16005335165015.000000000000000
-122.424519835008979,37.792841284044698,160055391,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/19/2016,17:00,NORTHERN,NONE,FRANKLIN ST / WASHINGTON ST,16005539107021.000000000000000
-122.415464372873998,37.766937029287398,160062910,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,17:00,MISSION,NONE,15TH ST / FOLSOM ST,16006291006244.000000000000000
-122.397744427103007,37.729934693604385,160053389,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,01/19/2016,16:50,BAYVIEW,NONE,200 Block of WILLIAMS AV,16005338968020.000000000000000
-122.417975390351003,37.773750937964785,160053464,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,01/19/2016,16:50,SOUTHERN,NONE,1500 Block of MISSION ST,16005346406112.000000000000000
-122.417975390351003,37.773750937964785,160053464,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,01/19/2016,16:50,SOUTHERN,NONE,1500 Block of MISSION ST,16005346409320.000000000000000
-122.434145789072986,37.733550613120798,160053947,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,01/19/2016,16:50,INGLESIDE,NONE,BOSWORTH ST / DIAMOND ST,16005394706111.000000000000000
-122.468451014882021,37.786562363241195,160053436,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,01/19/2016,16:45,RICHMOND,NONE,800 Block of LAKE ST,16005343605081.000000000000000
-122.39666286956701,37.780749256727283,160055733,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,01/19/2016,16:45,SOUTHERN,NONE,500 Block of BRYANT ST,16005573328160.000000000000000
-122.436197342466016,37.783788290557389,166021059,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,16:45,PARK,NONE,1900 Block of GEARY BL,16602105906244.000000000000000
-122.450709919144018,37.769526227069299,160053442,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,01/19/2016,16:42,PARK,NONE,HAIGHT ST / COLE ST,16005344264020.000000000000000
-122.42040246368299,37.789164376773087,160053373,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,01/19/2016,16:37,NORTHERN,"ARREST, BOOKED",POLK ST / AUSTIN ST,16005337330200.000000000000000
-122.42040246368299,37.789164376773087,160053373,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,01/19/2016,16:37,NORTHERN,"ARREST, BOOKED",POLK ST / AUSTIN ST,16005337362020.000000000000000
-122.42040246368299,37.789164376773087,160053373,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,01/19/2016,16:37,NORTHERN,"ARREST, BOOKED",POLK ST / AUSTIN ST,16005337362050.000000000000000
-122.407845374111005,37.785094321010298,160053282,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,01/19/2016,16:30,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,16005328228150.000000000000000
-122.425247698123997,37.725787458003992,160053721,NON-CRIMINAL,AIDED CASE,Tuesday,01/19/2016,16:29,INGLESIDE,NONE,100 Block of ATHENS ST,16005372151040.000000000000000
-122.396962385547013,37.796347873944192,166017086,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,16:15,CENTRAL,NONE,WASHINGTON ST / DRUMM ST,16601708606244.000000000000000
-122.460552664491999,37.774029985869305,160056236,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,16:15,RICHMOND,NONE,3RD AV / FULTON ST,16005623606244.000000000000000
-122.405427162782999,37.771296987627693,160053210,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,01/19/2016,16:10,SOUTHERN,NONE,8TH ST / BRANNAN ST,16005321004014.000000000000000
-122.405427162782999,37.771296987627693,160053210,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Tuesday,01/19/2016,16:10,SOUTHERN,NONE,8TH ST / BRANNAN ST,16005321015041.000000000000000
-122.414714295579003,37.7762310404758,160053191,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,01/19/2016,16:09,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,16005319116650.000000000000000
-122.414714295579003,37.7762310404758,160053191,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,01/19/2016,16:09,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,16005319116710.000000000000000
-122.391659408677981,37.752606282475597,160053555,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,01/19/2016,16:09,BAYVIEW,"ARREST, BOOKED",25TH ST / IOWA ST,16005355530200.000000000000000
-122.414714295579003,37.7762310404758,160053191,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,16:09,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,16005319163010.000000000000000
-122.414714295579003,37.7762310404758,160053141,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,01/19/2016,16:07,SOUTHERN,"ARREST, BOOKED",9TH ST / MISSION ST,16005314116650.000000000000000
-122.403663191820016,37.71269600346109,160053260,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,16:00,INGLESIDE,NONE,0 Block of ARLETA AV,16005326006241.000000000000000
-122.414576897,37.789476807572306,160069160,MISSING PERSON,MISSING ADULT,Tuesday,01/19/2016,16:00,CENTRAL,NONE,1000 Block of BUSH ST,16006916074000.000000000000000
-122.414576897,37.789476807572306,160069160,MISSING PERSON,FOUND PERSON,Tuesday,01/19/2016,16:00,CENTRAL,NONE,1000 Block of BUSH ST,16006916075000.000000000000000
-122.388888409512006,37.788327971013196,160054412,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/19/2016,16:00,SOUTHERN,NONE,400 Block of SPEAR ST,16005441206244.000000000000000
-122.499105504085989,37.762647475090098,160053276,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/19/2016,16:00,TARAVAL,NONE,3800 Block of IRVING ST,16005327664070.000000000000000
-122.419478247916999,37.763050767730995,160053674,STOLEN PROPERTY,"STOLEN CHECKS, POSSESSION",Tuesday,01/19/2016,15:56,MISSION,"ARREST, BOOKED",CLARION AL / MISSION ST,16005367411017.000000000000000
-122.419478247916999,37.763050767730995,160053674,STOLEN PROPERTY,"STOLEN ACCESS CARD, POSSESSION",Tuesday,01/19/2016,15:56,MISSION,"ARREST, BOOKED",CLARION AL / MISSION ST,16005367411013.000000000000000
-122.429660738047986,37.751569897124185,160053884,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/19/2016,15:40,MISSION,NONE,SANCHEZ ST / 24TH ST,16005388464070.000000000000000
-122.406539115147979,37.75648641093089,160054092,NON-CRIMINAL,TARASOFF REPORT,Tuesday,01/19/2016,15:31,MISSION,NONE,1000 Block of POTRERO AV,16005409215095.000000000000000
-122.412457953056986,37.714734735684601,160053254,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,01/19/2016,15:30,INGLESIDE,NONE,400 Block of RAYMOND AV,16005325468020.000000000000000
-122.429522203036015,37.769486784984686,160053044,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,01/19/2016,15:28,NORTHERN,NONE,400 Block of DUBOCE AV,16005304464020.000000000000000
-122.424162680555995,37.791080849413788,160053561,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,01/19/2016,15:23,NORTHERN,NONE,FRANKLIN ST / SACRAMENTO ST,16005356119050.000000000000000
-122.452608514060998,37.786568652480703,160056004,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,01/19/2016,15:00,RICHMOND,NONE,3500 Block of CALIFORNIA ST,16005600428160.000000000000000
-122.452428220398005,37.725717254655699,160056543,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/19/2016,15:00,INGLESIDE,UNFOUNDED,100 Block of PHELAN AV,16005654364070.000000000000000
-122.435968136818985,37.774758955282103,166027007,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,01/19/2016,15:00,PARK,NONE,500 Block of SCOTT ST,16602700706372.000000000000000
-122.411118243435013,37.777560713740499,160054337,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,01/19/2016,15:00,SOUTHERN,NONE,600 Block of NATOMA ST,16005433761030.000000000000000
-122.511293798596,37.775073326330997,160071745,WEAPON LAWS,LOCATED EXPLOSIVE DEVICE,Tuesday,01/19/2016,15:00,RICHMOND,NONE,GREAT HY / BALBOA ST,16007174512006.000000000000000
-122.511293798596,37.775073326330997,160071745,NON-CRIMINAL,FOUND PROPERTY,Tuesday,01/19/2016,15:00,RICHMOND,NONE,GREAT HY / BALBOA ST,16007174572000.000000000000000
-122.397388784826006,37.782554345242602,166019189,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,01/19/2016,15:00,SOUTHERN,NONE,3RD ST / HARRISON ST,16601918906374.000000000000000
-122.432951589916996,37.805052022888091,160053022,WARRANTS,WARRANT ARREST,Tuesday,01/19/2016,14:58,NORTHERN,"ARREST, BOOKED",0 Block of MARINA BL,16005302263010.000000000000000
-122.411068869703001,37.7888557042697,160055222,NON-CRIMINAL,LOST PROPERTY,Tuesday,01/19/2016,14:50,CENTRAL,NONE,600 Block of SUTTER ST,16005522271000.000000000000000
